#1;0;0;0;0
"#Heat demand profiles as used in the project IntegraNet (GWI/UMSICHT). Calculated based on different sources. For details see:  Gemeinsamer Abschlussbericht des Forschungsvorhabens IntegraNet: ""Integrierte Betrachtung von Strom-, Gas- und Wärmesystemen zur modellbasierten Optimierung des Energieausgleichs- und Transportbedarfs innerhalb der deutschen Energienetze"", Benthin et al. (2020)";;;;
#;6WE_17;6WE_3;6WE_23;6WE_4
403200;28074.1582;27666.25195;28121.32227;27413.8457
406800;24749.83203;23855.30469;22678.56445;23088.05273
410400;21952.50781;23896.60742;21611.52539;23257.28516
414000;21809.18555;21930.86523;24062.56445;23911.64258
417600;23935.5625;24690.81641;24906.20703;27808.83594
421200;23381.75977;24161.23438;24669.51367;23146.51367
424800;27342.7832;30347.51172;27696.98242;24417.86133
428400;24421.80859;23855.06641;24649.30664;20361.17578
432000;23623.10156;24383.01172;24694.02344;20186.59766
435600;26050.01367;25243.51758;25772.89648;24258.91797
439200;24879.8418;26216.87891;25736.10938;25008.94727
442800;22130.7207;22454.87305;21894.0293;17832.80859
446400;21054.38477;18920.05078;19618.95508;21118.58594
450000;19153.14844;15049.03906;8128.016113;15637.42676
453600;23266.39258;22413.17383;21861.16602;21423.33203
457200;23506.16211;23758.50391;24027.00586;23668.06445
460800;26436.86328;24500.32031;26016.75391;25186.54883
464400;24698.00586;24488.9375;24573.81445;24170.3125
468000;29845.07617;29014.10742;32537.37109;34892.77734
471600;30628.14453;32529.56445;32889.98047;32195.03516
475200;34241.35938;35263.16797;31750.05078;34789.11719
478800;30337.75391;32830.96875;28735.76953;28441.27539
482400;29378.04883;26587.40039;28629.38281;26921.26367
486000;26112.95117;24196.98828;23879.53906;18051.68945
489600;27350.74805;24447.37109;27551.68945;21378.32422
493200;25864.75781;24140.8125;24156.64648;22295.80664
496800;27612.66211;23782.72656;26044.31445;24764.18945
500400;25604.92969;23131.21289;28443.26953;26586.125
504000;26861.37305;27022.89844;27413.5;28851.24609
507600;26482.77344;25604.88477;24649.10156;21877.95703
511200;30306.65039;28538.66211;28355.85156;21981.4082
514800;27116.64063;22144.14453;24934.11914;21151.63867
518400;27355.30078;23981.22461;25345.24023;23134.94336
522000;28481.62305;24456.68945;27226.38281;25763.2207
525600;26147.38672;27315.9082;27163.90234;24859.875
529200;23164.23828;22556.73438;22729.16797;16824.97461
532800;19273.27734;18237.06836;19909.69141;20841.86719
536400;19822.57422;15049.05762;8360.069336;15672.45996
540000;22950.35742;22294.42969;21410.89844;21920.60938
543600;23773.00195;23397.52148;23738.31055;23279.26172
547200;25500.66992;23759.39453;24976.51563;23996.15039
550800;23736.55078;23884.69531;23953.57813;23337.23047
554400;29116.38086;27831.34375;31402.14844;33961.16016
558000;29250.45117;31002.8418;31510.96094;30781.75
561600;31553.34375;32393.24414;30762.82617;31739.84961
565200;27589.01563;29491.69727;26591.48633;25542.42578
568800;25499.08789;25161.32813;26005.83984;26073.85547
572400;24434.91016;22308.76758;23490.11523;18608.38281
576000;22834.80469;24048.98242;26475.5332;22952.58398
579600;19934.9375;21544.875;22269.53125;19665.88672
583200;24635.50586;22806.06445;23908.89258;18100.79492
586800;25087.375;23802.83789;26630.12695;22530.60156
590400;25054.17383;24486.95508;25541.05469;25522.72461
594000;24340.76172;23036.13281;23533.32813;20652.03516
597600;26889.71875;28314.22461;25170.12695;21519.23438
601200;22248.14844;23346.11523;23488.81055;20654.01367
604800;22590.16602;24485.80078;24213.27539;21961.96484
608400;26414.31055;24566.20313;25015.44141;22906.27344
612000;23135.66602;26311.86133;23462.24414;22522.5918
615600;21387.17578;21897.08984;20072.55078;15987.78906
619200;19203.25391;18057.77539;18588.10352;20236.16406
622800;19184.31055;14593.22266;7918.405762;15386.40527
626400;22236.40625;21337.98828;20701.37695;21196.98633
630000;22361.23828;22628.57031;22730.51367;22754.58789
633600;25091.72461;23355.82813;24606.64648;23845.50586
637200;23711.29492;23504.85156;22432.41016;23308.41211
640800;28925.94336;27854.46289;31321.91602;33686.54688
644400;28650.13477;27885.07227;31178.51563;30022.05859
648000;31534.44922;30464.79883;29455.85547;31588.16992
651600;28569.96289;31296.43555;27121.32813;26969.2793
655200;29219.11328;27626.10742;28821.03906;28188.9707
658800;26523.07617;27472.29297;26225.04883;24760.51172
662400;28481.1582;27617.43945;28811.31641;26236.05859
666000;26401.35352;25557.95703;24236.93359;24102.67773
669600;26745.20117;25169.625;25882.75;25079.01367
673200;25869.93555;24522.29102;27014.91016;26962.43945
676800;25827.80469;25713.20313;24877.20117;27451.97656
680400;25241.18164;24631.24023;21433.10156;23880.66992
684000;27193.2207;29584.95117;23418.09375;24265
687600;23533.125;23818.74805;20059.66406;22374.19336
691200;23835.86914;23294.26172;20639.00977;22003.82422
694800;26079.14063;23037.31836;23285.28125;22212.63477
698400;23100.33203;25001.58594;24149.21289;22060.62109
702000;20410.73438;21209.66016;18733.55664;16231.50879
705600;18170.50391;16778.93164;17633.23047;19626.88867
709200;18171.75;13836.15332;7592.838379;14388.77539
712800;21352.36133;20397.18945;19985.81836;19870.15625
716400;20642.25977;21009.80469;21387.12891;20759.80664
720000;23212.99023;21572.89063;22907.41016;21741.22266
723600;21636.99219;21079.125;21657.25391;21000.86914
727200;25963.45703;25470.26563;27956.10156;30364.52344
730800;25703.85742;26927.64648;27557.03711;26682.10742
734400;27814.11914;29505.03906;25978.74609;29476.60156
738000;24266.91992;27625.99414;21862.53711;25102.78516
741600;24884.3125;24219.94727;25784.91406;25119.06836
745200;23899.76172;23016.5625;22916.70508;22512.08203
748800;24280.62891;23528.23242;24579.49609;22845.73047
752400;22579.29492;21804.71289;21055.48438;20565.86133
756000;22843.75781;21122.47461;22197.82617;21639.64844
759600;22338.14453;20470.51758;23123.98242;21812.59375
763200;22032.38477;21496.00391;23350.86914;24010.0957
766800;19656.84961;17052.29492;17996.72656;17125.16797
770400;21867.82617;24604.11133;20071.91602;21136.90039
774000;18634.13281;19460.49414;17524.90625;17369.72266
777600;17636.43945;17662.86133;18321.96484;16780.10547
781200;20050.96094;17086.41602;18084.02539;17953.63672
784800;17467.0918;19723.21289;17684.89063;18489.08008
788400;15137.58789;15600.70996;14326.79004;10393.96094
792000;12682;11150.53906;12631.99805;12175.97363
795600;12944.23633;9628.69043;5499.564453;10202.72559
799200;14892.41309;13968.56543;13608.62402;13859.78516
802800;14470.01855;14542.51074;14874.25488;14411.78223
806400;16213.5791;14756.37012;15826.66992;14584.79297
810000;15395.83594;14917.50195;15113.83691;14510.40527
813600;18907.0918;18423.55469;20671.04297;22629.03906
817200;19393.06445;19112.64063;20663.1582;19214.39063
820800;19880.96094;21232.79883;19163.00391;21173.14063
824400;18665.31836;19705.15625;18859.26758;18038.9043
828000;19315.21289;19387.93945;19709.37109;19542.28125
831600;18045.67383;18763.30273;16774.04883;16732.77539
835200;17841.58789;18992.79883;18303.36914;17872.19727
838800;16667.55859;16745.49414;14897.55664;15204.07324
842400;16187.55762;15700.02734;15841.8418;15249.45215
846000;16357.94141;16616.32031;17951.0918;17860.70508
849600;17918.02148;17900.17969;18161.22852;19783.50781
853200;16419.36914;16174.92773;16717.18555;15711.68164
856800;17576.44336;20099.02148;18871.875;16286.33887
860400;15825.73926;14871.74902;15210.5127;13160.55273
864000;13235.49219;16044.85449;15699.67773;10204.67676
867600;17622.71875;16924.66602;16764.32422;15858.87598
871200;15146.06738;19270.78906;17239.73828;16623.17188
874800;14759.25391;14910.86133;12882.12012;8897.986328
878400;12819.14258;11062.98828;9952.804688;13303.09961
882000;13752.34668;10065.96973;5456.169434;10366.41504
885600;16164.74512;14980.63965;13579.13184;14780.62207
889200;16130.7959;16195.12305;16512.56055;15856.27441
892800;18894.26953;17209.58398;18344.00586;17269.5625
896400;16689.10742;16406.65625;16711.67188;15906.63672
900000;21085.86523;20555.67383;23167.79492;25321.23828
903600;21813.1543;23445.34766;23343.30859;22245.51563
907200;23855.40234;24788.86719;23459.11133;24819.6875
910800;21059.01172;23497.51172;20204.05273;20792.39648
914400;21986.24805;20328.02148;20947.42383;21213.77148
918000;19759.81641;19899.86523;17861.70117;16652.94922
921600;19864.67773;20220.45508;20346.38867;18702.15625
925200;16491.18164;16811.82227;15665.27832;15116.75586
928800;17766.93945;16880.68555;16773.83789;15693.89648
932400;17524.51758;17022.96484;16285.94824;17987.18359
936000;17780.54492;18193.49609;18531.57813;20197.34766
939600;17153.11523;16173.35645;16033.27148;15916.29785
943200;21684.32617;22489.63867;20495.03516;18649.61328
946800;17332.01367;17627.56641;16511.03125;16550.30078
950400;16595.17773;18005.20313;16979.43359;15919.47656
954000;20484.36133;18618.99023;17664.32813;18256.38477
957600;17842.95117;20581.66016;17435.23047;18456.35742
961200;16014.87793;16731.36719;15298.00977;11693.97559
964800;13889.40039;12672.1709;14176.74219;14776.76465
968400;14553.48242;10657.6084;6004.839844;11116.31738
972000;16908.85547;15875.46191;15395.37695;15996.71484
975600;17465.7168;17202.43164;17640.3418;17372.16406
979200;19150.15234;18153.50586;19034.97266;18270.81641
982800;17948.12109;17613.00977;17826.22461;17153.82813
986400;21762.01563;21083.56836;23971.17969;26258.28125
990000;21844.83398;22443.125;23394.54492;23370.31836
993600;24712.72461;25655.28125;23584.69531;25835.25781
997200;22258.36523;25231.00781;21104.22852;20729.18555
1000800;20662.33008;21025.36523;22143.30859;22112.75586
1004400;19093.58008;19746.90234;18911.64648;19119.2793
1008000;19789.06836;20710.13477;20956.55859;20978.97461
1011600;18291.20508;17921.72852;16392.67188;17082.06055
1015200;15244.83594;17038.06836;16537.23438;15298.28809
1018800;16067.96094;15679.70996;16822.67383;16881.61719
1022400;18255.68164;17840.60742;19043.57617;21038.51563
1026000;17278.02344;16668.68164;17405.97266;16980.98242
1029600;19818.47852;21485.62109;20791.59375;16935.32031
1033200;17552.73828;16611.22266;17655.16602;15929.05664
1036800;16790.68359;16743.19727;16833.86133;16791.70117
1040400;19894.84961;18242.8125;18639.50586;18200.95898
1044000;17931.05664;20323.12109;18365.21289;19435.2168
1047600;15857.98047;15711.26758;14958.36719;10911.45801
1051200;13852.08008;11257.69629;11902.58496;14404.75293
1054800;15064.08301;11187.69043;4900.437012;11721.26367
1058400;17714.50977;16493.64844;15243.75977;16580.57813
1062000;17944.51563;17793.38086;18046.19336;17793.97461
1065600;20425.01172;19035.86133;20224.05273;19450.06055
1069200;19190.50781;19163.88867;19205.58203;18861.76758
1072800;24550.37305;23476.65625;26737.82813;29373.89844
1076400;25246.11914;26722.01172;27253.97266;26190.2207
1080000;28125.7832;29206.54492;27407.57422;27823.57031
1083600;23749.13281;27110.50195;23364.33398;21872.70898
1087200;23208.11133;21670.375;24418.23438;20468.50586
1090800;21497.49219;19346.25;18224.45703;17310.28516
1094400;20752.10547;19778.39844;19090.86133;17190.80078
1098000;13255.73926;16351.52832;13482.18652;12171.74805
1101600;15889.29688;14069.3418;14956.48438;13898.58691
1105200;16281.18848;15234.7168;16186.2998;16529.28711
1108800;15270.83887;17731.37305;18041.78906;17856.69336
1112400;12937.14551;16501.35938;15473.51465;11519.9248
1116000;16784.59766;21869.18359;18942.50781;12925.80566
1119600;14889.55566;14654.10059;15027.93652;11296.125
1123200;16341.4502;15642.56348;17021.35547;11171.54199
1126800;18708.64063;15701.38184;18622.21094;14284.53711
1130400;17381.04883;19865.81641;19531.63672;16999.7832
1134000;14766.34766;14743.96875;14912.08887;9864.46875
1137600;11854.29395;10895.06836;12218.80664;13275.45801
1141200;12507.92871;9609.24707;3872.856445;10225.07715
1144800;14611.21484;14498.77637;13883.81348;14532.4834
1148400;14748.79785;15434.52441;15567.1875;15368.35156
1152000;17148.73438;16527.70898;17395.06836;16583.79102
1155600;15679.53516;16504.3125;16203.08887;16260.16016
1159200;20067.89648;19763.71094;21990.41797;25025.28125
1162800;21237.22852;23573.34375;23354.46094;23164.20898
1166400;23510.24805;24786.09766;23362.60742;24342.88867
1170000;20868.39844;21464.11914;20921.29297;18428.65625
1173600;19397.99414;17894.28906;19840.33594;18367.05273
1177200;17378.33008;17329.56445;16926.77148;15388.79297
1180800;16916.7832;15859.25195;18005.05273;14986.95996
1184400;13875.33301;15259.27637;12477.36914;15250.69141
1188000;17472.99023;16723.55273;16578.6875;15571.60547
1191600;17784.06836;16887.6875;18605.41211;16944.30664
1195200;18748.60742;16407.98633;19558.72656;18741.14063
1198800;16440.8125;16792.29102;16192.93652;15750.53711
1202400;18332.52148;18560.3457;20642.04883;15208.12988
1206000;16340.33203;15141.13281;16294.41309;14921.91406
1209600;14552.77734;15344.16016;15605.26953;15519.10156
1213200;16836.69141;15700.97461;17370.01563;17499.67969
1216800;14408.29492;18565.5625;18280.07227;17804.75195
1220400;11898.38281;14863.61328;13879.09082;9227.422852
1224000;11976.38086;10492.66797;12087.47754;12473.41504
1227600;12414.87988;9606.891602;5198.344727;9872.375
1231200;14730.06641;13876.625;12462.01074;13741.45508
1234800;14867.76172;14957.38379;14694.62109;14776.02441
1238400;16513.24023;15884.36719;16907.14063;16019.71973
1242000;15651.92285;15496;15467.27344;15099.61035
1245600;19705.69922;19261.12891;21289.22266;24152.18945
1249200;19805.54688;19493.20508;20990.45313;20923.51563
1252800;22216.82422;22006.45703;21189.95898;22769.45117
1256400;18613.12695;21409.86719;19460.79297;18111.32813
1260000;19282.84961;18250.58398;19793.12305;18726.41016
1263600;18067.78125;18305.53711;16967.64648;16886.70898
1267200;17930.09375;17868.23633;18060.56445;17765.28516
1270800;16004.94629;15683.87793;12370.08105;14400.0918
1274400;15924.15234;15729.91699;14901.75781;15458.26855
1278000;15830.30176;15555.17773;16728.91211;16516.36719
1281600;16330.96777;16734.60352;18747.44336;19339.94727
1285200;12437.55957;15074.28613;14642.06445;14865.60254
1288800;15634.1748;18971.38867;16607.33008;14226.1543
1292400;13068.19727;13756.35156;13080.33594;13553.54004
1296000;13381.52148;14456.06738;13013.52441;12017.8252
1299600;15522.69141;14484.34766;14625.2959;14615.21777
1303200;14088.53613;16829.33789;16271.25293;14965.33008
1306800;11961.17871;13126.05371;11471.78613;8256.71582
1310400;10504.53711;9465.553711;10057.01758;11362.7627
1314000;11880.26465;8798.84668;5001.010254;9155.249023
1317600;13984.91113;13121.54395;12761.51367;12942.70215
1321200;14274.94824;14059.21387;14463.22559;14144.85645
1324800;16486.26172;15149.74316;16377.30859;15441.07227
1328400;15197.39453;15286.21777;15365.52148;14729.28809
1332000;20043.375;18954.80078;21606.11133;23577.46875
1335600;20310.33203;21224.81641;22083.60156;20802.75391
1339200;21591.74219;22189.99219;20402.61328;23928.64063
1342800;19802.86914;21095.21484;18245.24023;19670.67188
1346400;19857.48047;19028.73828;20270.70508;20763.81445
1350000;19429.45313;18303.89063;18310.23242;17918.31445
1353600;19137.82227;18854.87109;20661.67383;18310.8418
1357200;15002.6543;15810.06934;13041.4873;14378.80664
1360800;11954.66211;14259.3457;11820.58105;12690.01465
1364400;10617.88477;13428.11328;12357.13867;14723.82129
1368000;12219.89355;14506.30469;13634.09668;16817.26172
1371600;13743.12012;14555.41016;13416.11523;14454.84473
1375200;17749.2207;20340.61719;17860.09375;17339.27734
1378800;15976.60645;15919.44434;15247.97363;14657.4834
1382400;15595.0791;14607.57617;15678.95313;12852.27734
1386000;15479.05469;16528.33008;17260.4707;16661.17578
1389600;14270.85352;18913.41211;17807.25977;17043.58203
1393200;13668.72754;15575.94824;13904.32324;10618.88672
1396800;11404.12891;11625.66016;12114.41504;13058.3877
1400400;12455.5459;9965.610352;5613.567383;10443.7168
1404000;15001.34375;14799.60645;13913.56348;14161.72363
1407600;15006.76563;16042.55957;16060.92773;16059.09961
1411200;17085.24219;16734.53711;17982.25781;17492.86914
1414800;16172.75098;16608.32813;16815.41602;16351.94141
1418400;20573.07422;20807.5332;23244.58008;25760.67383
1422000;20728.16797;20470.11719;23031.82813;22440.94727
1425600;23340.53906;23542.17578;22720.43359;24750.50586
1429200;20935.0625;22350.94336;20857.05078;19167.46289
1432800;20668.30273;19326.16406;20628.96875;21240.39258
1436400;18499.05859;18766.78906;15215.29004;17957.44922
1440000;17362.80273;18134.19531;17036.46289;17713.75781
1443600;13442.42383;14735.39941;11564.87598;13665.29492
1447200;12984.55859;13860.61914;11861.36816;12436.27051
1450800;12225.44043;12797.89551;13390.4209;13755.94141
1454400;11316.49512;14035.16406;14770.54297;15582.50391
1458000;11923.31348;13597.19141;13459.73145;12903.40918
1461600;14459.0293;17237.47656;16865.05273;12771.92188
1465200;12877.11133;12232.74805;13641.92188;12041.2666
1468800;12819.01465;13241.9375;12965.82715;11431.8418
1472400;15074.57617;14593.27344;13988.97461;13537.94824
1476000;11845.00391;16480.67578;14019.33008;14344.37402
1479600;9793.753906;11624.76563;10409.54297;6444.270996
1483200;7248.732422;7924.640137;8303.321289;9380.90918
1486800;8554.151367;7312.973145;3167.851807;7820.048828
1490400;10951.44434;10829.94629;9595.342773;10781.82617
1494000;10783.49609;11608.80078;11823.50781;11565.98047
1497600;13000.62109;12415.96289;13216.36035;12645.21582
1501200;11200.54883;11704.49512;11684.27637;10874.47852
1504800;15767.72168;16060.11816;17625.69336;20402.71875
1508400;15942.81836;17827.98242;17321.41211;15924.65234
1512000;17114.74414;18008.51953;17598.95703;18701.80859
1515600;12930.5459;15985.82617;14253.09277;15487.49121
1519200;15180.81445;15272.72852;16367.83301;15891.03516
1522800;14212.56934;14488.90723;13702.17676;13802.29785
1526400;15199.16797;15866.33984;15267.11914;15946.34082
1530000;14361.11621;14351.60156;12263.06836;13102.97754
1533600;14493.96191;13632.65527;14263.80371;13618.09961
1537200;12253.28809;14319.1748;13225.29688;15676.83301
1540800;16025.15527;16118.83398;15755.4873;18917.16016
1544400;13647.9209;15308.06348;13775.69238;14584.71777
1548000;16013.59863;19099.43555;16875.1543;13887.46973
1551600;12626.64355;13296.93652;12156.26465;13187.13672
1555200;14635.01172;13808.85449;11437.77441;11928.31445
1558800;16513.9707;14122.75;15489.90039;14852.01563
1562400;15631.13281;17172.82617;16044.34863;14664.68945
1566000;12573.49219;12979.86523;11916.72852;6984.793457
1569600;10005.36816;9971.143555;10523.41309;10944.4502
1573200;11608.43555;9136.522461;4879.709961;9573.879883
1576800;14307.3584;13233.8623;12672.23047;13447.26855
1580400;14539.07422;14710.59766;14849.50879;14521.31348
1584000;17095.73633;15668.93164;16446.47852;15565.28516
1587600;15134.21484;15408.67969;14152;14903.09961
1591200;19832.03125;19538.38281;21718.33984;24627.94336
1594800;19894.40234;20373.07031;21682.02734;20910.32227
1598400;22928.74805;22753.91406;21754.62695;23546.51953
1602000;20467.03125;22306.38086;19260.91797;19896.05664
1605600;20303.78711;17297.47461;20297.13672;19563.01953
1609200;16820.46094;17342.36328;16570.24023;17263.68359
1612800;17010.42969;16855.37891;17471.60352;17189.09961
1616400;12808.61914;12761.5332;11645.0166;11956.5127
1620000;12463.80078;10272.11816;11299.88281;11038.73633
1623600;12320.05762;10703.5166;9434.491211;12643.4873
1627200;12119.15234;12693.60742;13029.22852;14867.75
1630800;13316.15332;12182.14258;12011.63672;12256.31348
1634400;15132.39258;16018.91992;14263.18848;14615.38379
1638000;13838.30762;11583.26074;11223.93555;12015.42676
1641600;14137.2041;13521.9834;11776.4707;11274.11328
1645200;14220.98828;13294.99902;12165.2207;13223.96777
1648800;13701.21387;14893.3418;13141.58105;13439.22656
1652400;11223.41211;10409.61621;9258.208008;6802.71875
1656000;8383.526367;6795.317871;6262.287598;8079.882324
1659600;8971.170898;7037.272949;3854.634277;7192.075684
1663200;9961.602539;9863.116211;8270.110352;9199.800781
1666800;10373.13184;10819.84473;10815.10156;10561.69922
1670400;12271.45313;11467.78223;12156.70996;11576.30078
1674000;10892.44238;11051.0498;10978.2832;10862.14746
1677600;14931.59961;14414.84277;15974.71289;19047.21875
1681200;16190.01172;17865.01953;16508.53906;16626.34961
1684800;16647.80859;16764.83398;15813.76758;17669.42969
1688400;14698.32227;14859.72363;13445.67969;13733.87012
1692000;13392.39355;12278.45313;11634.38672;13153.62207
1695600;10795.58594;12175.08496;10736.52637;9408.313477
1699200;12986.7334;14036.60449;12828.17383;9711.96875
1702800;10732.03418;9588.942383;6469.73291;5830.733398
1706400;11529.91797;10161.3623;11373.0791;6524.056152
1710000;12300.80078;11121.2334;11078.98145;9256.610352
1713600;11935.64844;12698.02734;12486.38184;12193.72363
1717200;11671.4248;12301.7168;11124.88379;8100.973633
1720800;12415.16797;13801.88379;13504.21973;8412.773438
1724400;11819.08398;10293.50488;10417.8418;10542.25293
1728000;12417.91406;11800.88867;11601.89063;11371.58691
1731600;14554.17578;12744.49219;13234.59082;13602.45898
1735200;13571.51855;15010.34863;14619.56348;13388.35059
1738800;10989.60449;11950.16016;10132.50488;6858.389648
1742400;7230.438477;7353.116699;6638.606934;9062.180664
1746000;9233.163086;7433.569336;2312.924316;7516.052246
1749600;11538.45117;10724.51563;10075.08398;10425.33789
1753200;11145.95801;12020.77051;12105.95605;11534.85156
1756800;13388.17578;12539.20898;13467.11133;12145.1748
1760400;12406.87793;11889.52734;12566.41797;12015.57227
1764000;16983.15039;16219.64453;18450.98047;20888.48828
1767600;18162.03516;19866.99219;19226.35938;17960.29688
1771200;20255.25;19764.81641;18642.22656;19231.36133
1774800;17091.62891;18322.0918;16331.3623;15459.08301
1778400;15379.6875;14405.56641;15833.3291;14846.04395
1782000;13031.74219;14383.4707;11984.00195;13027.02637
