#1;0;0;0;0
"#Heat demand profiles as used in the project IntegraNet (GWI/UMSICHT). Calculated based on different sources. For details see:  Gemeinsamer Abschlussbericht des Forschungsvorhabens IntegraNet: ""Integrierte Betrachtung von Strom-, Gas- und Wärmesystemen zur modellbasierten Optimierung des Energieausgleichs- und Transportbedarfs innerhalb der deutschen Energienetze"", Benthin et al. (2020)";;;;
#;6WE_13;6WE_12;6WE_28;6WE_2
403200;28176.99414;28350.22266;27541.05273;28517.76953
406800;23887.36328;24159.60352;23039.75;23934.37891
410400;23502.58984;23722.10352;23265.7832;21816.71094
414000;22554.50781;24677.55469;24867.78125;22196.92969
417600;27131.26758;26589.54492;25962.25781;24462.58594
421200;24880.80859;24354.94531;24329.18164;24000.81445
424800;27498.70898;25727.22656;25934.45313;29139.07227
428400;25056.16406;22372.61133;23357.11133;24316.59375
432000;24666.45313;23231.66211;22766.62891;22986.91992
435600;26111.1543;25011.95313;25864.1582;23837.61523
439200;24422.59961;24719.35742;24861.49219;24845.21484
442800;20348.17188;20737.66016;20239.06836;20329.15234
446400;19185.19727;19576.71094;18380.33203;18532.82031
450000;14383.17188;14367.35547;15933.06836;14831.62598
453600;22817.62695;22229.4375;21892.14648;21443.28516
457200;24193.99023;23678.64063;23491.03906;23098.81641
460800;25243.72461;25252.25391;24948.88281;25576.60547
464400;23906.86523;23913.27148;24164.0293;24650.81055
468000;28388.39453;30747.53516;31875.35156;30587.87891
471600;30902.21484;32200.54492;33850.55469;31091.10156
475200;32610.26367;33434.96094;34315.9375;33382.35156
478800;28656.83594;28360.81055;29733.38281;30700.31836
482400;27725.28125;28447.20898;27487.92773;30261.43359
486000;21938.94141;23154.47852;20985.75;27145.64453
489600;25120.88281;23400.10742;23039.76367;26711.32031
493200;23243.96094;23569.38281;22788.79297;24001.35742
496800;24012.13086;25779.51953;23999.47461;25165.79883
500400;23818.51563;25726.00391;27029.42969;24621.0625
504000;30015.83594;29070.24609;28620.86523;26497.1582
507600;25500.11719;25446.57227;24312.39063;24714.875
511200;26845.33008;25389.58594;26299.32617;29884.15039
514800;24011.82813;24456.16016;23772.66406;26363.58984
518400;24997.79492;24320.42383;24149.46094;24418.98828
522000;26251.5;26578.89648;26136.25977;27169.54492
525600;26304.26367;24865.0625;27195.08984;26996.11523
529200;22049.86133;20358.85352;21601.29102;21124.83008
532800;20926.31055;19237.71484;19748.52344;18167.375
536400;14528.09961;14094.93066;16132.70215;15611.27734
540000;22082.12695;22390.34766;21783.73633;21593.1875
543600;23838.38672;23484.08984;23241.91797;23363.52148
547200;23891.50391;24378.98047;23283.38086;24124.95898
550800;23699.43555;23358.65039;23530.51172;24070.33008
554400;27842.23047;29946.92578;30815.95898;29836.06055
558000;30445.58203;30641.2168;32552.75;29646.98242
561600;32995.60547;29546.54883;32289.80859;32281.3418
565200;28368.00781;24846.25;28825.90039;27154.82031
568800;26887.61523;26694.95703;25166.06641;25378.97656
572400;21595.66406;22159.35938;19739.28906;18590.74219
576000;24003.57813;23598.14844;22882.54883;19483.60352
579600;20855.74219;21974.88281;18579.49414;15162.80273
583200;24340.72656;20190.35352;21478.12109;22474.97852
586800;24350.38867;22741.48633;26212.34375;21723.95898
590400;26960.78906;26337.25391;26275.00781;23780.20117
594000;23310.11914;22635.97852;23452.41992;20473.02148
597600;24124.0625;23964.60547;23113.75;25307.70703
601200;23179.27148;22208.66406;21747.45508;21251.20117
604800;24628.9043;23609.98633;23237.58398;22273.62695
608400;24973.83789;24444.77344;23550.81641;25100.37109
612000;24608.93555;23401.20117;24584.95117;24772.58594
615600;20214.38867;19976.62305;19385.04883;19909.41016
619200;19300.6582;18821.18359;17342.31055;18278.49023
622800;14276.20801;14074.00195;15505.48242;15671.78516
626400;21789.82227;21180.32617;20646.00586;21142.94922
630000;22958.48047;22771.56836;22430.21289;22396.03125
633600;23758.53125;24296.67578;23283.61914;24560.16016
637200;23248.20508;22524.10156;21969.15234;23677.38867
640800;27969.93164;28898.52539;29568.4707;29692.73633
644400;29686.77344;30144.85742;31319.01953;28780.11133
648000;30116.98633;31810.44727;30300.23047;32170.08203
651600;27754.66992;27801.72461;29876.80078;29363.37891
655200;27922.66406;28665.39258;27288.56836;30395.52148
658800;26856.19141;26184.87695;24714.23438;27020.08984
662400;28334.67188;27707.25586;26931.76563;28408.49609
666000;23336.41016;24835.12695;24088.96289;25362.06641
669600;25258.27148;25163.24023;25859.88477;26544.63086
673200;24108.88477;26149.23633;27786.50977;25681.76367
676800;26567.74023;27834.26172;27685.83008;26829.05469
680400;22184.75;24876.54102;25454.5625;24223.20117
684000;24183.2168;25125.88281;25988.54492;27747.94141
687600;21098.61133;23071.54492;22105.19531;23293.22656
691200;21257.38477;22916.3418;22594.7168;22940.46094
694800;23553.25;24036.04297;24126.60547;24356.71875
698400;24251.58594;23181.04492;24781.55273;22927.79492
702000;19665.06836;19267.22656;19886.8418;18477.1582
705600;18744.51563;18193.27344;16845.56836;16607.83398
709200;13692.34473;13024.18457;14881.62109;15030.16406
712800;20785.75195;19962.62891;20059.37109;19863.15039
716400;21413.98828;20725.42969;20996.58789;20511.10156
720000;22388.36719;21926.6875;21356.54297;22361.51172
723600;21478.07227;21171.03516;21326.51953;21543.41992
727200;25345.83203;26147.61328;27601.29297;26581.84375
730800;26201.05469;27130.46289;27218.49219;26049.8418
734400;26972.35547;28594.77734;28964.83203;29051.23047
738000;22051.72656;25701.64453;26311.19336;25551.66602
741600;25183.89453;25887.38477;24523.32227;25326.72656
745200;23440.99805;23363.56641;21629.86328;23079.39844
748800;23967.70508;24850.5957;24302.95313;24712.4375
752400;21846.54883;21918.7168;19602.82422;21200.85352
756000;22317.89453;22172.13867;21351.59961;22462.96094
759600;21812.20117;22141.49609;23529.53906;19865.83008
763200;25329.01758;23201.04883;23594.54883;23826.97656
766800;19585.08008;18349.83789;18477.31836;18988.28906
770400;20037.28711;21547.99609;22368.08008;22546.33594
774000;18291.93945;18222.54492;19094.30078;18960.51367
777600;17101.50391;18290.82813;17081.53906;16689.32227
781200;17770.98242;19192.44141;17825.26758;19878.35547
784800;19120.19531;18173.08008;19375.44922;18283.36914
788400;14146.59277;13778.67871;13929.5752;13498.14746
792000;11720.67383;11836.68652;11828.54297;11136.41504
795600;9610.765625;9069.186523;10643.41699;10237.72852
799200;14412.67383;13843.36035;13289.88477;13648.17969
802800;14924.05664;14227.20605;14503.27246;14113.68262
806400;14931.5127;14840.58594;14545.33594;15202.27637
810000;14821.95508;14237.77637;14919.57227;14856.31641
813600;18278.13477;18839.55664;20186.16016;19443.63672
817200;19800.41602;20269.03906;18721.17188;20395.375
820800;20781.0625;20722.40234;21964.69141;20705.07031
824400;18444.81836;18548.58203;20157.90625;18835.36328
828000;19305.11719;20261.89258;19063.05664;19897.92578
831600;17328.03125;17018.25781;15122.21191;17129.5293
835200;18319.63477;18105.81836;16208.39258;18409.27539
838800;15759.97656;15876.79883;14344.4541;16243.37598
842400;16026.31348;15905.92676;13998.01367;16343.77344
846000;16378.29883;17471.76758;16921.62891;16127.15234
849600;19580.89844;19281.52344;19409.15625;18608.14453
853200;17071.28711;16151.44434;16413.70703;16517.16406
856800;18592.88477;17259.55859;17152.8418;19115.04492
860400;15736.92969;13840.79102;14638.38867;16327.51758
864000;16474.1543;11861.02148;13149.6582;14092.11328
867600;17732.0918;16991.50781;16581.22852;17047.30664
871200;17468.82227;17212.3457;17075.25977;16810.27734
874800;13558.31543;13186.44629;12833.89355;12839.89648
878400;12594.17383;11988.69336;11989.61816;11333.19922
882000;9854.920898;9474.905273;10788.37012;10488.77832
885600;14974.29004;14793.84863;14396.77148;14553.16602
889200;16584.58203;15729.52344;16275.6709;15742.14648
892800;17834.15039;17191.21484;17102.01563;17995.11133
896400;16420.14453;15803.91602;16333.61621;16894.58594
900000;20460.87109;21070.51367;22805.74414;21834.97852
903600;22812.9082;22930.40039;23112.90234;22309.95898
907200;24180.16406;23714.86328;23738.86133;23833.66406
910800;21677.65039;20724.67773;22449.41992;21407.39453
914400;20345.28711;21505.2793;21135.30078;22652.68359
918000;18227.57227;19760.85156;18646.99414;19508.88477
921600;19825.29688;20029.59375;20134.68164;20177.33789
925200;15436.30469;16744.18359;15751.15234;16272.96484
928800;16418.61914;17147.43359;16026.23633;16639.01172
932400;16218.45898;17991.45703;16759.70508;16824.16406
936000;20726.9082;18479.71289;19741.69141;18375.36719
939600;17568.90625;15358.12402;17074.67188;16450.32031
943200;19999.71875;19239.6875;20943.03711;20997.6582
946800;17948.19922;17728.4043;18810.39453;16477.77539
950400;17841.25781;16629.46484;17111.35156;15517.54297
954000;18632.30078;19291.12891;17237.41211;18782.71875
957600;18069.71875;18446.0293;18232.7793;18391.80273
961200;15531.05762;14178.67676;13512.4668;14132.11523
964800;12818.10645;13295.46191;12380.21777;12188.54297
968400;10391.72461;10209.29688;11500.93164;11337.10254
972000;16270.2334;15900.52441;15271.54297;15591.00684
975600;17649.2832;17270.82617;17201.46484;17175.71875
979200;17838.12109;18353.99609;17182.39844;18363.97266
982800;17393.96289;16497.55273;16427.78711;17629.4043
986400;21375.74023;21867.13867;23270.39453;22518.88867
990000;22601.18164;24183.20703;23993.25977;22632.82227
993600;25628.85742;24444.67969;25213.99219;25027.01953
997200;22928.03711;21563.43945;22337.44141;23023.39648
1000800;21782.66406;22272.80469;20427.14648;21982.73438
1004400;19571.94922;19538.06445;18960.23828;19857.69141
1008000;20614.91406;21130.42188;20876.98047;20742.89258
1011600;16815.61133;17857.68164;16317.79297;17215.22266
1015200;16593.33789;16762.81445;15296.87891;17232.6543
1018800;15477.57227;17687.66211;15636.79297;16508.16016
1022400;19669.88477;20541.14648;19634.66602;19423.67188
1026000;17879.29883;17539.41797;16704.85352;18118.08398
1029600;21100.81641;17927.83594;19585.78906;21471.875
1033200;18143.00195;16867.97852;17395.82031;17993.76367
1036800;18957.98828;16375.95605;18547.46289;16878.78125
1040400;19055.01953;18273.88672;20225.5625;18850.80273
1044000;18616.25781;18956.62109;20482.44141;19417.4043
1047600;14236.6748;14729.09766;14677.10547;14519.52246
1051200;12588.27344;13531.65234;13031.18359;12263.36328
1054800;10879.12207;10818.64063;11999.40039;11469.48242
1058400;16767.89844;16517.79492;16688.26758;16248.37793
1062000;18272.24609;17713.81055;17882.00586;17522.34961
1065600;19293.77344;19522.62305;18807.50781;19731.19727
1069200;18206.31055;18595.24805;18579.30469;19164.14844
1072800;23456.06055;25077.50781;26077.75195;25285.66211
1076400;25717.19336;26477.00391;25845.31836;25388.4668
1080000;29013.74414;27058.13867;27380.73242;27955.79688
1083600;25305.18945;21797.55078;23739.60547;22831.93359
1087200;23529.0957;22985.66211;23170.84961;23193.91406
1090800;18400.1582;18928.55859;19974.51172;18138.86328
1094400;18816.22266;17660.51172;19524.89063;19985.0957
1098000;14385.65137;15602.53809;12822.37109;13141.54199
1101600;15092.75;15820.10645;13245.86816;14515.01855
1105200;14617.65625;16947.75391;16176.63477;15279.28027
1108800;18489.63086;17539.98242;17429.38281;17073.29297
1112400;15232.58203;12856.92871;13619.47852;13528.31055
1116000;18401.85547;14115.77051;15335.05957;18867.62109
1119600;14914.31641;11822.93457;15575.24023;13025.84668
1123200;16138.96094;12274.68262;14397.47363;16462.64844
1126800;17749.86719;16289.40234;17266.80664;16492.67969
1130400;18875.61523;16989.00391;17998.97461;16615.07227
1134000;13794.56445;12310.13281;12938.39453;11624.79102
1137600;12036.78418;11589.62793;11804.57813;10918.81934
1141200;9719.636719;9358.680664;10504.59668;9933.833984
1144800;14840.92285;14331.44238;14046.30469;13798.08105
1148400;15742.68066;15496.35938;15101.82813;14961.13184
1152000;16469.07422;16732.84375;16086.2334;16823.64648
1155600;16358.58398;16139.60938;16206.94336;16386.2168
1159200;19740.11328;21064.13281;21116.39844;21162.49805
1162800;22636.77539;23162.87305;24203.00391;22418.63281
1166400;24650.70898;23059.29883;24144.08008;24197.30664
1170000;21883.27539;18664.68359;20469.45508;20371.83008
1173600;19644.39453;17928.0625;19747.90039;16519.93945
1177200;17775.01758;16792.76953;15296;15377.84473
1180800;18830.18945;15649.92383;15814.29492;12373.69922
1184400;15765.13184;16384.36523;12687.75781;10368.62012
1188000;15475.5127;16236.44238;14971.95508;15699.69434
1191600;16131.4834;15762.92285;17528.38672;14065.58203
1195200;18688.28516;18929.45508;18250.13672;17960.95313
1198800;16339.04297;16109.96094;15923.10156;14879.30078
1202400;16956.41406;16440.93359;17490.66797;17571.29688
1206000;14909.66895;16205.60645;16082.98926;15362.10156
1209600;14956.61426;16240.9707;16353.55957;11665.0918
1213200;17284.78516;18109.48828;15343.39844;14731.78418
1216800;17028.34375;16977.72266;15442.60254;15463.52832
1220400;13177.77734;12465.77441;11875.2334;10160.70703
1224000;11608.74902;10069.77832;11135.43359;10250.02441
1227600;9455.410156;8990.53125;10266.87793;10034.94336
1231200;13401.78223;12929.62207;12213.82324;13531.56934
1234800;14792.61719;14181.41895;14808.28027;14820.48242
1238400;15712.08203;15576.4375;15384.59473;15907.01953
1242000;14302.50391;14512.78711;15281.9707;15350.60742
1245600;19180.60156;19542.69336;21044.81445;20390.39648
1249200;20279.04297;21459.38672;21957.96289;20150.60156
1252800;21802.53906;21462.52148;22776.26758;22210.19727
1256400;19428.17773;18455.62109;20300.77344;19544.57422
1260000;18855.82422;19768.29102;19111.56445;20316.4707
1263600;15510.51758;17936.19531;17156.63672;18363.62109
1267200;14989.82227;18989.16602;17016.32227;18153.24023
1270800;11940.8125;14622.51758;13424.29785;15180.32129
1274400;14197.75977;15514.62988;14130.78125;15575.68164
1278000;14598.42383;16167.4873;15334.54492;15861.28516
1281600;18121.05078;18015.62109;17717.74609;17372.44336
1285200;15140.06641;14497.19336;14618.57813;14498.01855
1288800;16036.96973;16438.94531;16409.39844;16264.65039
1292400;13897.57227;14863.14551;14424.00195;14320.59766
1296000;13344.70898;13911.28516;14042.06445;14255.12695
1299600;14925.13672;15161.77246;16144.41797;15042.99707
1303200;15141.27637;15075.75391;16409.13281;14974.69141
1306800;11789.7832;11103.72461;11468.48438;9190.820313
1310400;10327.56738;9473.341797;9984.351563;8443.255859
1314000;8765.107422;8378.564453;9265.384766;9654.010742
1317600;13336.86719;12826.63184;12891.32324;12439.41406
1321200;14452.81055;14250.0459;14065.15234;14046.58887
1324800;15487.24121;15853.51172;15135.40527;15735.40723
1328400;15158.83789;14333.75195;14909.23438;15019.87598
1332000;19304.15234;19845.46094;21270.74805;20605.80664
1335600;21110.08008;21552.93945;23038.46094;22099.74219
1339200;22896.56836;22936.76953;23796.49414;21697.18164
1342800;19313.19727;20439.63672;21395.4082;20264.08203
1346400;20628.84375;21200.93359;19782.42188;20496.41602
1350000;19073.2793;18662.16211;17788.88086;19086.74023
1353600;19810.67188;19540.45898;18714.40234;19468.8457
1357200;14898.81445;14261.73535;13472.36426;15064.48438
1360800;13923.59473;11214.18848;13060.48047;14173.7832
1364400;13087.17285;12912.10938;13357.4375;13404.93848
1368000;16023.20215;16099.32031;16174.04004;14768.65332
1371600;14398.02734;14257.74707;14513.68555;14803.32031
1375200;17721.20313;18231.75391;17611.22852;18597.72852
1378800;17168.35352;15285.36035;14431.3125;17056.49023
1382400;15938.85059;14647.29492;15982.25977;15782.24902
1386000;18134.56836;17110.81641;17885.83008;15939.3916
1389600;17304.84375;16970.16016;17896.47266;15471.65527
1393200;13971.18164;13250.8457;12023.09863;11493.57227
1396800;12708.7832;11888.86621;11036.77441;7895.713379
1400400;9961.042969;9747.963867;10563.54492;9922.814453
1404000;15163.78809;14797.7002;14465.68359;13958.59863
1407600;16497.86523;16088.49609;16111.83594;15374.41309
1411200;17246.63086;17087.57422;16765.02539;16854.9707
1414800;16616.35938;16038.10352;16467.56836;15981.26953
1418400;20981.49219;21386.62109;23015.22266;19852.2168
1422000;22116.375;22945.02148;23884.7793;21109.14844
1425600;23736.65234;23556.44922;24643.24609;24099.61719
1429200;22223.61328;20392.73828;22427.06445;21906.58008
1432800;20230.01563;21695.16016;20456.16406;22317.85547
1436400;15711.10449;18710.87109;17728.83398;18851.33984
1440000;16773.90039;18271.37891;17451.89648;18329.2207
1443600;13244.3418;14431.86914;13230.66895;13929.5957
1447200;12093.2002;13919.10938;12836.87988;13706.14746
1450800;11814.02148;13736.22461;12955.83105;12318.69238
1454400;15924.10156;15683.16699;14382.92383;14012.75977
1458000;14664.70703;13940.7627;12197.20313;13228.27539
1461600;15981.49902;14404.75;14097.0166;15828.08691
1465200;12582.35742;12998.53613;14516.0459;12078.00488
1468800;13787.29785;12391.5752;14668.61426;12302.41602
1472400;14908.07129;14696.88672;14971.38672;13358.75098
1476000;14867.99023;14516.21289;14619.92676;14949.07031
1479600;11247.65625;9096.798828;9864.736328;9250.52832
1483200;9324.117188;7813.438965;8038.172852;7210.719727
1486800;7451.202637;7060;7963.836426;7376.856934
1490400;11277.21777;10874.69043;10213.23242;9977.5625
1494000;12040.76758;11681.28809;10925.78027;11074.15723
1497600;12605.41113;12705.65918;11777.52637;12967.87305
1501200;11852.41895;10404.18457;11831.78223;11055.52539
1504800;15976.56543;16338.51172;17527.55469;16568.47852
1508400;17410.05664;17228.50977;18244.83594;17402.27148
1512000;18644.80469;18558.17773;19145.63086;18592.12305
1515600;16481.53906;16190.24707;16801.32422;14697.22559
1519200;15706.15918;16788.44336;15023.00195;16407.93164
1522800;13698.94629;14783.57227;13490.4873;14604.31836
1526400;15270.67383;16337.77441;15031.02441;16512.89258
1530000;12790.21582;14185.33691;11379.66113;13908.54297
1533600;13119.34375;14266.79395;12840.13867;14822.2334
1537200;13206.19336;15689.36328;15969.21289;12458.35156
1540800;18029.50977;18790.33008;16746.54297;16851
1544400;12780.26953;15374.87988;15441.65723;13984.71875
1548000;16978.78125;16826.40039;16575.57617;17065.57813
1551600;14717.67676;12772.77148;15557.77148;13913.21582
1555200;12816.70117;13610.11523;15975.46289;14607.3916
1558800;14528.29102;16641.95313;16813.62891;16293.17578
1562400;15224.99805;16106.72363;17085.375;16568.72266
1566000;11824.15332;12135.61621;11597.36523;9004.602539
1569600;11085.95996;10626.25977;10356.1582;7175.679199
1573200;8865.741211;8783.176758;9627.344727;9048.366211
1576800;13660.05469;13655.6748;13261.18066;13060.52539
1580400;15187.18652;14772.7334;14701.23242;14041.85449
1584000;16040.15723;16102.04297;15699.35645;15603.44727
1587600;15215.60254;14913.02734;15104.4541;14677.62402
1591200;19472.01563;20074.25781;21549.28125;20792.64453
1594800;20840.0957;21656.6875;22881.42969;21032.79297
1598400;23463.29492;22685.26563;23360.51367;22553.22852
1602000;21570.63477;20550.69531;21377.92578;20841.74609
1605600;19834.11719;20791.59766;19248.58984;20776.85742
1609200;17641.72852;17455.96875;15537.53125;16891.27734
1612800;17355.89063;17483.31641;17006.24609;17574.15039
1616400;12743.85352;13378.1748;10073.01367;12411.74121
1620000;10506.29492;12161.77734;11182.65332;11340.66211
1623600;8058.429199;12119.125;12787.88477;11594.29492
1627200;14557.79395;15173.81641;14893.32227;12999.66113
1630800;12902.07422;13141.6875;13308.05859;12734.88379
1634400;14269.20117;14501.09375;16386.40039;16814.32617
1638000;11891.81348;12182.3252;14450.87207;14313.19727
1641600;12365.81348;11062.38184;14273.66895;12617.90039
1645200;13940.2207;14057.9834;15675.33594;12258.75195
1648800;12436.28125;13687.54199;15203.01855;13737.20508
1652400;9626.941406;9087.390625;9951.513672;9587.088867
1656000;7584.641602;7584.069824;7844.068848;6550.226563
1659600;6567.22168;6465.541016;7831.72168;6735.328613
1663200;9947.660156;9288.730469;10111.93848;8991.859375
1666800;11182.97363;10565.80957;10959.27344;10531.58789
1670400;11681.04199;11571.30273;11451.83789;11689.53027
1674000;10916.75;10812.81836;10928.16211;10584.22168
1677600;14043.12109;15323.83301;16124.37207;15592.54004
1681200;16402.21484;17058.9375;18013.85938;16930.37891
1684800;16075.27148;16702.69531;17247.38281;16955.67188
1688400;14394.58594;13573.37305;15483.30273;14353.72559
1692000;11388.18457;14806.34082;13961.32715;11941.79102
1695600;11890.70605;9957.053711;11528.42676;8336.889648
1699200;13213.51855;11301.27246;11695.84863;7473.324707
1702800;7638.390137;7940.815918;8616.061523;8120.522949
1706400;10120.90723;7517.977539;7678.612305;9804.987305
1710000;9701.014648;11564.14453;12027.91602;11223.01172
1713600;13427.94824;13091.31836;13130.84863;11620.73926
1717200;12070.7373;9935.886719;11623.89746;11116.90137
1720800;12510.13574;10825.18066;10912.34082;14060.39551
1724400;12154.65527;11163.60254;10668.06543;11755.48242
1728000;12829.09766;11385.03027;12800.40332;9911.288086
1731600;14629.02441;13916.75977;13966.28516;9571.550781
1735200;14636.70703;13655.94336;14632.5;13492.57129
1738800;10016.12207;9227.961914;10058.19629;9070.375
1742400;7898.343262;7985.893555;8000.913574;6327.45166
1746000;7298.086914;7061.257813;7725.172852;7275.851074
1749600;11216.61523;9870.027344;9671.435547;10405.34766
1753200;12376.6416;11258.65137;11498.13281;11800.58691
1756800;12930.86133;12333.91211;12088.5;12820.92383
1760400;12011.84766;11795.05566;10836.01563;11483.87695
1764000;16203.22656;17328.20703;17563.61523;17814.91992
1767600;18926.1543;18256.31641;19703.27539;18511.51563
1771200;19970.69531;18238.53711;19625.70703;19968.11133
1774800;17517.55078;14869.05273;16480.70703;17096.00781
1778400;15845.62598;15861.93555;14119.87598;15225.66016
