#1	
double	default(8784, 2) # Time [s], Temperature [°C], data from Hamburg-Fuhlsbuettel (Latitude:53.633; Longitude:9.988) in 2012, station height 11m. Source: DeutscherWetterdienstDWD2015
18979200	17.7
18982800	17.7
18986400	16.9
18990000	15.1
18993600	14.7
18997200	14.4
19000800	14.5
19004400	14.1
19008000	14
19011600	14.3
19015200	14.3
19018800	14.2
19022400	13.7
19026000	14
19029600	15.4
19033200	15.1
19036800	16.3
19040400	17.4
19044000	18.2
19047600	19.2
19051200	18.2
19054800	15
19058400	18
19062000	19.4
19065600	19.3
19069200	18.6
19072800	17.4
19076400	16.7
19080000	15.7
19083600	14.7
19087200	13.9
19090800	13.2
19094400	12.9
19098000	13.2
19101600	13.1
19105200	13.1
19108800	12.2
19112400	12.4
19116000	13.6
19119600	15.4
19123200	16.1
19126800	16.6
19130400	16.1
19134000	18
19137600	16.9
19141200	17.9
19144800	18.3
19148400	17.9
19152000	17.4
19155600	16.8
19159200	16.8
19162800	16.1
19166400	14.9
19170000	14.7
19173600	14.3
19177200	14.1
19180800	14
19184400	14
19188000	14
19191600	13.9
19195200	13.8
19198800	13.6
19202400	14.6
19206000	15.7
19209600	15.7
19213200	14.9
19216800	15.3
19220400	16.6
19224000	16.4
19227600	16.4
19231200	15.4
19234800	17.1
19238400	17
19242000	17.3
19245600	17.2
19249200	15.8
19252800	14.8
19256400	13.8
19260000	13.1
19263600	12.5
19267200	12.2
19270800	12.5
19274400	11.8
19278000	11
19281600	10.3
19285200	10.9
19288800	13
19292400	15.6
19296000	17.1
19299600	18.1
19303200	19.4
19306800	20.3
19310400	20.3
19314000	20
19317600	21.9
19321200	20.3
19324800	20.7
19328400	21.1
19332000	19.5
19335600	17
19339200	15.6
19342800	14.1
19346400	12.9
19350000	12
19353600	10.8
19357200	10.1
19360800	11.1
19364400	10.1
19368000	9.9
19371600	10.2
19375200	13.6
19378800	15.7
19382400	16.8
19386000	18.5
19389600	19.5
19393200	20.3
19396800	21.2
19400400	22.1
19404000	21.6
19407600	21
19411200	21.4
19414800	21.4
19418400	19.7
19422000	17.8
19425600	16.1
19429200	15
19432800	15.1
19436400	14.5
19440000	12.7
19443600	12
19447200	11.1
19450800	10.6
19454400	10
19458000	10.9
19461600	13.5
19465200	15.3
19468800	16.9
19472400	18.9
19476000	20
19479600	21.1
19483200	20.7
19486800	21.7
19490400	22.5
19494000	22.2
19497600	22.1
19501200	21.6
19504800	20.7
19508400	19.4
19512000	16.3
19515600	14.9
19519200	16.3
19522800	15.9
19526400	15
19530000	14.3
19533600	13.7
19537200	12.9
19540800	11.3
19544400	11.6
19548000	14.1
19551600	16.3
19555200	18.1
19558800	19.8
19562400	20.8
19566000	21.8
19569600	22.4
19573200	22.9
19576800	23.5
19580400	23.3
19584000	23.3
19587600	21.3
19591200	19.5
19594800	17.9
19598400	16.4
19602000	15.4
19605600	14.8
19609200	15.5
19612800	15.2
19616400	14.5
19620000	13.4
19623600	13.1
19627200	11.9
19630800	13
19634400	14.7
19638000	15.8
19641600	17.1
19645200	18.4
19648800	19.8
19652400	20.5
19656000	21.6
19659600	22
19663200	22.4
19666800	22.8
19670400	23
19674000	22.8
19677600	22.1
19681200	19.6
19684800	17.2
19688400	17.1
19692000	17.6
19695600	17.1
19699200	16.7
19702800	16.8
19706400	16.9
19710000	17.1
19713600	16.9
19717200	16.3
19720800	16
19724400	15.9
19728000	15.3
19731600	15.9
19735200	16
19738800	16.1
19742400	17.1
19746000	19.4
19749600	21.1
19753200	21.4
19756800	21.1
19760400	21
19764000	19.8
19767600	16.3
19771200	15.3
19774800	14.4
19778400	13.8
19782000	12.9
19785600	13.2
19789200	13.3
19792800	13.5
19796400	12.9
19800000	13.3
19803600	15.1
19807200	16.1
19810800	18
19814400	19
19818000	21.1
19821600	22.3
19825200	23.4
19828800	23.9
19832400	24.1
19836000	24.2
19839600	24.8
19843200	25.6
19846800	24.9
19850400	23.2
19854000	22.9
19857600	21.7
19861200	20.4
19864800	19.5
19868400	19
19872000	18.7
19875600	17.4
19879200	17.4
19882800	17.3
19886400	16.8
19890000	17.1
19893600	18.7
19897200	20.2
19900800	22.6
19904400	24.3
19908000	25.8
19911600	27.1
19915200	27.6
19918800	27.9
19922400	28.2
19926000	28.2
19929600	28.4
19933200	28.1
19936800	27.6
19940400	26.1
19944000	25.3
19947600	24.2
19951200	23
19954800	21.7
19958400	20.5
19962000	20.4
19965600	19.8
19969200	18.9
19972800	18.5
19976400	19.2
19980000	20.6
19983600	22.8
19987200	25.3
19990800	27.7
19994400	29.7
19998000	30.9
20001600	32.1
20005200	33.3
20008800	33.6
20012400	34.3
20016000	34.1
20019600	32.8
20023200	30
20026800	26
20030400	25.1
20034000	25.5
20037600	25.6
20041200	25
20044800	23.2
20048400	22.4
20052000	23.5
20055600	22.3
20059200	23.6
20062800	21.9
20066400	23
20070000	23.7
20073600	23.9
20077200	24.5
20080800	26.7
20084400	27.3
20088000	28
20091600	28
20095200	28
20098800	26.4
20102400	24.4
20106000	21.9
20109600	21.1
20113200	20.2
20116800	19.4
20120400	19.1
20124000	18.8
20127600	18.5
20131200	17.8
20134800	16.4
20138400	16.1
20142000	15.3
20145600	16.2
20149200	16.5
20152800	17.4
20156400	18.2
20160000	19.2
20163600	20.2
20167200	20.9
20170800	21.6
20174400	21.6
20178000	21.7
20181600	22.2
20185200	22.5
20188800	22.3
20192400	22.2
20196000	21.5
20199600	20.6
20203200	20.3
20206800	19.1
20210400	19.4
20214000	19.1
20217600	17
20221200	16.8
20224800	16.7
20228400	15.9
20232000	16.2
20235600	17.1
20239200	17.3
20242800	17.8
20246400	18.3
20250000	19.7
20253600	20.1
20257200	18.1
20260800	20.1
20264400	18.7
20268000	19.7
20271600	20.4
20275200	19.7
20278800	19.4
20282400	18.2
20286000	17.5
20289600	16.4
20293200	15.3
20296800	15.6
20300400	14.5
20304000	14
20307600	13.8
20311200	14.3
20314800	13.2
20318400	12.9
20322000	13.1
20325600	14.3
20329200	15.7
20332800	17.5
20336400	18.7
20340000	19.6
20343600	19.6
20347200	20.1
20350800	20.6
20354400	19.8
20358000	18.6
20361600	17.4
20365200	17.1
20368800	16.5
20372400	14.5
20376000	13.9
20379600	13.1
20383200	12.8
20386800	12.3
20390400	11.7
20394000	11.7
20397600	11.2
20401200	11.8
20404800	12.9
20408400	13.2
20412000	13.3
20415600	13.6
20419200	14.3
20422800	15.5
20426400	16
20430000	16.2
20433600	16.4
20437200	17.3
20440800	18.2
20444400	17.9
20448000	18.2
20451600	17.7
20455200	16.8
20458800	15.5
20462400	14.2
20466000	13.7
20469600	13.9
20473200	12.9
20476800	13.9
20480400	14.2
20484000	14.8
20487600	14.6
20491200	14.4
20494800	14.5
20498400	14.7
20502000	15.2
20505600	17.2
20509200	18.3
20512800	19.3
20516400	19.7
20520000	21.2
20523600	21.6
20527200	21.5
20530800	22.1
20534400	22.6
20538000	20.6
20541600	19.4
20545200	17.9
20548800	16.1
20552400	15.2
20556000	14.6
20559600	14.9
20563200	15.1
20566800	14.7
20570400	14.4
20574000	15
20577600	15
20581200	15.7
20584800	16.7
20588400	16.6
20592000	17.4
20595600	17.3
20599200	16.6
20602800	16.9
20606400	18.9
20610000	17.6
20613600	17.7
20617200	19.8
20620800	19.7
20624400	18.1
20628000	17.5
20631600	16.6
20635200	15.5
20638800	14.8
20642400	14.7
20646000	14.9
20649600	14.5
20653200	14.3
20656800	13.9
20660400	13.2
20664000	13
20667600	12.3
20671200	13.6
20674800	15.2
20678400	16.3
20682000	17.4
20685600	17.2
20689200	18.3
20692800	18.8
20696400	19.2
20700000	19.6
20703600	19.4
20707200	20.1
20710800	19.9
20714400	16.5
20718000	15.7
20721600	16
20725200	16.2
20728800	15.9
20732400	15.7
20736000	15.8
20739600	15.4
20743200	14.7
20746800	14.7
20750400	14.3
20754000	14.6
20757600	15.3
20761200	15.3
20764800	15.9
20768400	17.2
20772000	18.9
20775600	19.7
20779200	21
20782800	21.4
20786400	20.9
20790000	21
20793600	20.5
20797200	21.6
20800800	20
20804400	17.1
20808000	16.2
20811600	15.9
20815200	14.8
20818800	13.2
20822400	12.9
20826000	12.7
20829600	11.9
20833200	10.9
20836800	11.2
20840400	11.1
20844000	12.8
20847600	15.7
20851200	18.7
20854800	20.4
20858400	21.5
20862000	21.8
20865600	23
20869200	23.8
20872800	23.7
20876400	24.2
20880000	24.3
20883600	23.9
20887200	23.3
20890800	21.8
20894400	20.6
20898000	19.3
20901600	17.5
20905200	18.1
20908800	18
20912400	18.3
20916000	15.7
20919600	15.5
20923200	15.3
20926800	15.1
20930400	15.9
20934000	17.1
20937600	17.8
20941200	19.5
20944800	19.7
20948400	19.5
20952000	19.8
20955600	21
20959200	20.4
20962800	19.7
20966400	18.7
20970000	18.4
20973600	17.5
20977200	16
20980800	15.1
20984400	14.9
20988000	13.8
20991600	13.9
20995200	13.1
20998800	12.2
21002400	11
21006000	11
21009600	10.1
21013200	10.3
21016800	12.4
21020400	13.9
21024000	16.1
21027600	17.4
21031200	18
21034800	19.2
21038400	19.6
21042000	19.3
21045600	17.9
21049200	17.3
21052800	17
21056400	16.4
21060000	15
21063600	13.7
21067200	12.9
21070800	12.4
21074400	11.6
21078000	10.4
21081600	10.9
21085200	9.6
21088800	9.5
21092400	10.2
21096000	12.4
21099600	13.1
21103200	13.6
21106800	14.1
21110400	14.7
21114000	15.3
21117600	15.8
21121200	15.9
21124800	15.4
21128400	16.3
21132000	16.8
21135600	16.4
21139200	17.3
21142800	16.5
21146400	15
21150000	11.8
21153600	11.3
21157200	10.3
21160800	9.1
21164400	9.1
21168000	9.5
21171600	9.6
21175200	9.6
21178800	9.2
21182400	8.9
21186000	9.3
21189600	10.7
21193200	14
21196800	15.8
21200400	17.3
21204000	18.5
21207600	19.1
21211200	19.7
21214800	19.9
21218400	20.6
21222000	20.4
21225600	20.2
21229200	19.7
21232800	18.8
21236400	16.7
21240000	15.7
21243600	15.4
21247200	13.4
21250800	13.9
21254400	13.8
21258000	13.6
21261600	13.8
21265200	13.2
21268800	13.2
21272400	13.9
21276000	15.4
21279600	16.1
21283200	16.8
21286800	17.7
21290400	18.7
21294000	19.7
21297600	20.1
21301200	20.6
21304800	20.4
21308400	20.7
21312000	20
21315600	18.7
21319200	17.3
21322800	15.7
21326400	14
21330000	13.6
21333600	12.7
21337200	12.1
21340800	10.9
21344400	11
21348000	11.2
21351600	10.7
21355200	10.5
21358800	10.5
21362400	11.7
21366000	14.7
21369600	16.9
21373200	18.1
21376800	19
21380400	20
21384000	21.2
21387600	22.2
21391200	22.5
21394800	22.6
21398400	22.2
21402000	21.7
21405600	20.4
21409200	18.5
21412800	17.6
21416400	17.7
21420000	17.8
21423600	16.6
21427200	16.3
21430800	16
21434400	14.2
21438000	12
21441600	12.2
21445200	12.4
21448800	13.1
21452400	13.9
21456000	15.7
21459600	17.3
21463200	18.1
21466800	18
21470400	17.8
21474000	17.8
21477600	18.3
21481200	17.9
21484800	17
21488400	16.2
21492000	15.3
21495600	14.8
21499200	14.7
21502800	14.4
21506400	13.8
21510000	13.4
21513600	12.5
21517200	12.2
21520800	11.2
21524400	8.2
21528000	7.8
21531600	7.7
21535200	9.8
21538800	12.9
21542400	14.4
21546000	15.8
21549600	16
21553200	16.5
21556800	16.5
21560400	17.1
21564000	16.6
21567600	16.5
21571200	16.2
21574800	15.7
21578400	15.1
21582000	14.2
21585600	14
21589200	13.9
21592800	13.7
21596400	13.6
21600000	13.6
21603600	13.9
21607200	13.7
21610800	14.1
21614400	14.2
21618000	14.5
21621600	14.4
21625200	14.7
21628800	15.1
21632400	15.9
21636000	16.3
21639600	17.3
21643200	17.2
21646800	17
21650400	16.5
21654000	17.1
21657600	17.3
21661200	16.6
21664800	15.7
21668400	14.9
21672000	14.8
21675600	15.1
21679200	14.9
21682800	14.9
21686400	15.5
21690000	15.6
21693600	15.8
21697200	15.7
21700800	15.8
21704400	15.7
21708000	15.7
21711600	15.8
21715200	16.7
21718800	16.6
21722400	18.3
21726000	18.5
21729600	19.1
21733200	19.5
21736800	19.3
21740400	19.5
21744000	19.1
21747600	18.7
21751200	17.6
21754800	15.9
21758400	14.4
21762000	13.1
21765600	12.7
21769200	12.7
21772800	11.9
21776400	12.8
21780000	13.5
21783600	13.5
21787200	13.2
21790800	14.1
21794400	13.9
21798000	14.4
21801600	15.9
21805200	18.6
21808800	20.2
21812400	21.6
21816000	23.4
21819600	24
21823200	24.6
21826800	25.2
21830400	25.5
21834000	24.8
21837600	22.9
21841200	21.7
21844800	20.9
21848400	20
21852000	19.9
21855600	19.6
21859200	19.1
21862800	17.7
21866400	16.7
21870000	15.6
21873600	14.8
21877200	14.6
21880800	16.1
21884400	18.8
21888000	20.8
21891600	22.2
21895200	22.8
21898800	23
21902400	23.2
21906000	24.6
21909600	25.6
21913200	26
21916800	25.1
21920400	22.3
21924000	21.1
21927600	19
21931200	17.4
21934800	16.8
21938400	16.6
21942000	17.1
21945600	16.6
21949200	17.2
21952800	17.1
21956400	17.8
21960000	17.4
21963600	16.9
21967200	18.1
21970800	18
21974400	18.6
21978000	17.9
21981600	19.2
21985200	18.2
21988800	18.5
21992400	18.8
21996000	17.8
21999600	18.3
22003200	15.2
22006800	14.6
22010400	13.9
22014000	13.1
22017600	12.9
22021200	12.8
22024800	12
22028400	11.7
22032000	10.2
22035600	10.7
22039200	11.2
22042800	10
22046400	10
22050000	9.5
22053600	9.7
22057200	10.8
22060800	12.2
22064400	13.9
22068000	13.9
22071600	14
22075200	14.2
22078800	15.9
22082400	12.3
22086000	12.7
22089600	14.1
22093200	13.4
22096800	12.3
22100400	10.9
22104000	9.8
22107600	9.3
22111200	9
22114800	8.6
22118400	8.1
22122000	7.8
22125600	7.6
22129200	7.7
22132800	7.8
22136400	7.8
22140000	9
22143600	10.2
22147200	10.9
22150800	12.3
22154400	13.9
22158000	15.1
22161600	15.4
22165200	15.3
22168800	15.4
22172400	15.3
22176000	15.4
22179600	14.4
22183200	13
22186800	11.5
22190400	10.9
22194000	10.4
22197600	10.4
22201200	10.5
22204800	10.5
22208400	11.3
22212000	11.1
22215600	10.8
22219200	11
22222800	11.4
22226400	11.6
22230000	12.6
22233600	12.7
22237200	12.9
22240800	13.6
22244400	13.9
22248000	14.1
22251600	14
22255200	13.6
22258800	13.5
22262400	13.2
22266000	13.3
22269600	13.6
22273200	12.9
22276800	12.6
22280400	12.2
22284000	11.7
22287600	11.7
22291200	11.6
22294800	11.7
22298400	11.7
22302000	11.8
22305600	11.5
22309200	11.9
22312800	12.3
22316400	12.6
22320000	13.6
22323600	14.1
22327200	15.1
22330800	16.3
22334400	15.6
22338000	16.5
22341600	16.3
22345200	16.5
22348800	16.4
22352400	15.8
22356000	15.5
22359600	14.9
22363200	14.6
22366800	14.5
22370400	14
22374000	13.3
22377600	13.7
22381200	12.5
22384800	12.7
22388400	12.4
22392000	11.9
22395600	11.7
22399200	12.1
22402800	13.3
22406400	14.9
22410000	16.2
22413600	18
22417200	17.9
22420800	19.2
22424400	20.1
22428000	19.7
22431600	20.4
22435200	19.8
22438800	18.3
22442400	16
22446000	14.9
22449600	15
22453200	13.5
22456800	12.7
22460400	12.8
22464000	14.7
22467600	13.7
22471200	13.1
22474800	13
22478400	13
22482000	12.3
22485600	13.8
22489200	14.2
22492800	15.6
22496400	16.4
22500000	17.2
22503600	17.9
22507200	18.4
22510800	19.6
22514400	19.2
22518000	18.8
22521600	18
22525200	16.6
22528800	15.9
22532400	16.4
22536000	16.2
22539600	15.9
22543200	15.4
22546800	14.7
22550400	15
22554000	15
22557600	15
22561200	14.9
22564800	13.7
22568400	13.7
22572000	14
22575600	14
22579200	15.4
22582800	16.1
22586400	16.9
22590000	17.1
22593600	16.3
22597200	15.7
22600800	15.2
22604400	16
22608000	13.6
22611600	12.9
22615200	12.6
22618800	12.6
22622400	12.1
22626000	10.9
22629600	10.7
22633200	9.8
22636800	9.2
22640400	9.2
22644000	8.8
22647600	8.6
22651200	7.9
22654800	7.9
22658400	8
22662000	9.5
22665600	10.9
22669200	11.5
22672800	12.5
22676400	13.7
22680000	13.8
22683600	12.1
22687200	9.9
22690800	10.8
22694400	11.1
22698000	11.1
22701600	8.5
22705200	7.6
22708800	8.3
22712400	8.1
22716000	7.9
22719600	7.4
22723200	6.1
22726800	6.6
22730400	5.6
22734000	5.1
22737600	5
22741200	4.5
22744800	5.4
22748400	7.8
22752000	9.8
22755600	11.8
22759200	12.8
22762800	14.3
22766400	14.5
22770000	14.6
22773600	14.4
22777200	14.5
22780800	13.9
22784400	13.3
22788000	11.4
22791600	10.5
22795200	9.6
22798800	10.4
22802400	10.6
22806000	9.7
22809600	9.7
22813200	9.5
22816800	10.7
22820400	10.2
22824000	10.7
22827600	9.9
22831200	10.9
22834800	11.5
22838400	12.2
22842000	13.2
22845600	14.3
22849200	15.3
22852800	14.9
22856400	15
22860000	15
22863600	15
22867200	14.7
22870800	13.7
22874400	12.8
22878000	12.5
22881600	11.1
22885200	11.2
22888800	10.7
22892400	10.4
22896000	9.9
22899600	9.1
22903200	8.5
22906800	9.3
22910400	8.9
22914000	9
22917600	9.7
22921200	9.5
22924800	9.7
22928400	9.6
22932000	9.8
22935600	11.4
22939200	13.1
22942800	12.5
22946400	13.1
22950000	12.2
22953600	12.2
22957200	11.5
22960800	10.2
22964400	9
22968000	8.1
22971600	7.6
22975200	7.2
22978800	6.4
22982400	6.4
22986000	5.3
22989600	5.9
22993200	5.1
22996800	4.9
23000400	5.1
23004000	6
23007600	8.6
23011200	10.7
23014800	12.3
23018400	14.3
23022000	14
23025600	14
23029200	14.3
23032800	14.7
23036400	14.1
23040000	14.2
23043600	11.2
23047200	10.9
23050800	10.9
23054400	10.9
23058000	11
23061600	11
23065200	10.8
23068800	10.7
23072400	10.5
23076000	10.7
23079600	10.5
23083200	10.7
23086800	10.5
23090400	9.7
23094000	8.9
23097600	8.9
23101200	9.2
23104800	9.7
23108400	10.8
23112000	11.2
23115600	10.6
23119200	11
23122800	11.7
23126400	12.4
23130000	11.8
23133600	12.7
23137200	13.3
23140800	14.1
23144400	13.1
23148000	12.6
23151600	12.4
23155200	12.1
23158800	11.8
23162400	11.3
23166000	11.3
23169600	11.2
23173200	11.3
23176800	11.8
23180400	12.6
23184000	13.3
23187600	14.4
23191200	15.4
23194800	16.3
23198400	16.7
23202000	15.6
23205600	12.9
23209200	13.2
23212800	13.1
23216400	12.6
23220000	11.4
23223600	11.4
23227200	11.4
23230800	10.9
23234400	11.2
23238000	10.7
23241600	10.5
23245200	9.8
23248800	10
23252400	10.1
23256000	10.5
23259600	10.5
23263200	10.7
23266800	11
23270400	10.9
23274000	11.1
23277600	11.6
23281200	11.9
23284800	12.7
23288400	13.1
23292000	13.8
23295600	14.1
23299200	14.2
23302800	13.7
23306400	13.5
23310000	13.8
23313600	13.2
23317200	13.1
23320800	12.2
23324400	11.4
23328000	11.9
23331600	10.8
23335200	10.7
23338800	10.6
23342400	11.2
23346000	10.8
23349600	11.3
23353200	12.2
23356800	12.8
23360400	13.8
23364000	13
23367600	13.8
23371200	14.7
23374800	14.5
23378400	14.1
23382000	14.2
23385600	14.1
23389200	13.1
23392800	12.9
23396400	11.7
23400000	11.7
23403600	12
23407200	12.1
23410800	11.8
23414400	11.4
23418000	10.6
23421600	10.5
23425200	10.4
23428800	10.2
23432400	9.7
23436000	10
23439600	10.4
23443200	11.1
23446800	11.9
23450400	12.7
23454000	13.6
23457600	14.2
23461200	14.9
23464800	15.4
23468400	15.1
23472000	14.6
23475600	14.1
23479200	13.7
23482800	13.6
23486400	13.3
23490000	12.1
23493600	12
23497200	11.8
23500800	11.9
23504400	12.4
23508000	12.1
23511600	11.3
23515200	12
23518800	12.1
23522400	12
23526000	12.1
23529600	12.3
23533200	13.3
23536800	14.6
23540400	14.3
23544000	14.3
23547600	14.9
23551200	11.6
23554800	12.9
23558400	13.3
23562000	12.3
23565600	10.9
23569200	11.4
23572800	11
23576400	10.6
23580000	10.5
23583600	10.2
23587200	10.5
23590800	9.9
23594400	9.8
23598000	9.3
23601600	8.6
23605200	8.4
23608800	8.4
23612400	9.9
23616000	11.6
23619600	13
23623200	14.2
23626800	15.5
23630400	15
23634000	15.2
23637600	15.6
23641200	15.3
23644800	14.5
23648400	13.2
23652000	13.5
23655600	12.2
23659200	11.2
23662800	10.4
23666400	10.4
23670000	8.2
23673600	7.1
23677200	8.6
23680800	7.4
23684400	7.5
23688000	7.7
23691600	7
23695200	7.3
23698800	9
23702400	11.1
23706000	12.9
23709600	14.8
23713200	15.3
23716800	16.6
23720400	16.9
23724000	17
23727600	16.9
23731200	16
23734800	15.6
23738400	14.6
23742000	13.9
23745600	13.9
23749200	12.2
23752800	11.6
23756400	12.2
23760000	13.9
23763600	13.4
23767200	12.8
23770800	12.8
23774400	12.5
23778000	12.1
23781600	12.4
23785200	12.9
23788800	13.5
23792400	14
23796000	15.1
23799600	15.8
23803200	15.8
23806800	15.4
23810400	15.9
23814000	16.1
23817600	15.6
23821200	15
23824800	14.8
23828400	14.9
23832000	14.7
23835600	13.6
23839200	13.9
23842800	14.3
23846400	14
23850000	13.9
23853600	13.7
23857200	13.7
23860800	13.8
23864400	13
23868000	13.2
23871600	14.1
23875200	14.5
23878800	15.1
23882400	14.6
23886000	15.4
23889600	15.8
23893200	14.9
23896800	14.6
23900400	13.5
23904000	13.1
23907600	12.7
23911200	12.9
23914800	12.6
23918400	12.6
23922000	12.3
23925600	11.4
23929200	11.3
23932800	10.8
23936400	10.7
23940000	10.6
23943600	10.4
23947200	10
23950800	10.2
23954400	10.5
23958000	10.7
23961600	10.9
23965200	10.8
23968800	10.8
23972400	10.7
23976000	10.5
23979600	10.8
23983200	10.9
23986800	9.6
23990400	10.3
23994000	9.7
23997600	9.4
24001200	9
24004800	9.1
24008400	8.9
24012000	8.5
24015600	7.8
24019200	7.9
24022800	8.3
24026400	8.6
24030000	9
24033600	9.4
24037200	9.4
24040800	9.7
24044400	9.6
24048000	9.5
24051600	9.3
24055200	9.1
24058800	9.3
24062400	10.3
24066000	14.5
24069600	15.7
24073200	13.3
24076800	13
24080400	12.1
24084000	12.2
24087600	12.1
24091200	11.9
24094800	11.8
24098400	11.5
24102000	11.2
24105600	11
24109200	11
24112800	11.1
24116400	10.5
24120000	10.4
24123600	9.8
24127200	9.5
24130800	9.2
24134400	9.2
24138000	9.2
24141600	9.6
24145200	9.7
24148800	10.3
24152400	11.3
24156000	11.5
24159600	11.4
24163200	11.5
24166800	10
24170400	7.5
24174000	8.3
24177600	7.9
24181200	7.6
24184800	9.2
24188400	6.9
24192000	8
24195600	8.6
24199200	8.6
24202800	7.8
24206400	7
24210000	5.7
24213600	6.9
24217200	7.6
24220800	9.2
24224400	10.9
24228000	12.2
24231600	11.6
24235200	11.6
24238800	11.6
24242400	11.6
24246000	12.3
24249600	11.7
24253200	10
24256800	10
24260400	8.3
24264000	8.2
24267600	9.1
24271200	8.9
24274800	9.3
24278400	9
24282000	8.5
24285600	8.6
24289200	8.4
24292800	7.5
24296400	7.8
24300000	8
24303600	8.5
24307200	9.7
24310800	11.3
24314400	12.2
24318000	12.9
24321600	12.6
24325200	13.3
24328800	12.9
24332400	12.4
24336000	11.4
24339600	10.5
24343200	9.4
24346800	7.3
24350400	7.7
24354000	6.4
24357600	5.7
24361200	5.9
24364800	5.4
24368400	6.5
24372000	6.9
24375600	6.8
24379200	6.6
24382800	6.4
24386400	5.8
24390000	7.3
24393600	9.2
24397200	10.4
24400800	10.8
24404400	10.1
24408000	11.8
24411600	10.5
24415200	10.3
24418800	11.4
24422400	10.8
24426000	9.8
24429600	9
24433200	8.2
24436800	6.9
24440400	6.6
24444000	6.5
24447600	7
24451200	7.3
24454800	7.4
24458400	7.6
24462000	7.7
24465600	7.6
24469200	7.6
24472800	7.6
24476400	7.3
24480000	7.7
24483600	8.5
24487200	10
24490800	10.4
24494400	11.8
24498000	11.2
24501600	11.5
24505200	10.8
24508800	11.6
24512400	10.4
24516000	9.4
24519600	8.6
24523200	8.1
24526800	8.3
24530400	7.4
24534000	5.6
24537600	5.7
24541200	6.3
24544800	6.8
24548400	6.8
24552000	7.4
24555600	7.4
24559200	7.5
24562800	8.3
24566400	9.2
24570000	9.6
24573600	10.6
24577200	11.9
24580800	13
24584400	11.4
24588000	11.3
24591600	10.7
24595200	10.6
24598800	9.3
24602400	7.9
24606000	7.3
24609600	8
24613200	6.8
24616800	6.4
24620400	5.9
24624000	6.1
24627600	5.8
24631200	6
24634800	5.5
24638400	5.4
24642000	5.6
24645600	5.2
24649200	6.1
24652800	7.6
24656400	8.9
24660000	9.9
24663600	10.2
24667200	10.9
24670800	10.4
24674400	9.3
24678000	8.7
24681600	8.5
24685200	8.6
24688800	8.7
24692400	8.9
24696000	9.3
24699600	10.9
24703200	10.7
24706800	10.7
24710400	10.2
24714000	9.7
24717600	8.4
24721200	8
24724800	7.6
24728400	6.9
24732000	6.7
24735600	6.7
24739200	8.1
24742800	9.2
24746400	10.5
24750000	11.9
24753600	13.3
24757200	12.5
24760800	12.3
24764400	12
24768000	11.7
24771600	11.1
24775200	11
24778800	9.7
24782400	10.4
24786000	9.7
24789600	9.7
24793200	9.3
24796800	8.9
24800400	8.9
24804000	8.4
24807600	8.2
24811200	8.3
24814800	8.1
24818400	8
24822000	8.2
24825600	8.3
24829200	8.5
24832800	9.2
24836400	9.3
24840000	9.7
24843600	10
24847200	10.9
24850800	10.6
24854400	10.2
24858000	9.6
24861600	8.2
24865200	7.3
24868800	7.4
24872400	6.8
24876000	7.2
24879600	7.3
24883200	7.5
24886800	7.5
24890400	7.1
24894000	6.9
24897600	6.2
24901200	6.9
24904800	7
24908400	7.3
24912000	7.9
24915600	8.7
24919200	9.8
24922800	10
24926400	9
24930000	9.8
24933600	11.1
24937200	11.6
24940800	10.4
24944400	9.2
24948000	7.8
24951600	6.5
24955200	6.8
24958800	8.4
24962400	8.3
24966000	8
24969600	8.9
24973200	7.7
24976800	7
24980400	7.7
24984000	7.6
24987600	7
24991200	7
24994800	8.5
24998400	8.8
25002000	10.1
25005600	11.6
25009200	12.8
25012800	12.8
25016400	12.5
25020000	10.6
25023600	9.8
25027200	9.6
25030800	9.5
25034400	9
25038000	9.2
25041600	9.2
25045200	9.1
25048800	8.7
25052400	8.5
25056000	9.2
25059600	8.7
25063200	7.6
25066800	7.6
25070400	7.6
25074000	7.9
25077600	7.9
25081200	8.5
25084800	8.8
25088400	10.1
25092000	11.5
25095600	12.4
25099200	12.6
25102800	12.6
25106400	13.3
25110000	13.4
25113600	13.2
25117200	13.1
25120800	13.2
25124400	13.3
25128000	13.2
25131600	13
25135200	13.3
25138800	13.5
25142400	13.4
25146000	13.2
25149600	13.1
25153200	12.5
25156800	12.4
25160400	12.4
25164000	12.4
25167600	13
25171200	13.9
25174800	14.6
25178400	16.3
25182000	17.2
25185600	18.8
25189200	19.6
25192800	20.2
25196400	19.5
25200000	18.5
25203600	17.5
25207200	16.1
25210800	15
25214400	14.1
25218000	13.1
25221600	13.7
25225200	13.2
25228800	12.7
25232400	13.6
25236000	13.4
25239600	13.3
25243200	12.6
25246800	12.8
25250400	12
25254000	12.7
25257600	14.1
25261200	15.7
25264800	17.6
25268400	20
25272000	21.6
25275600	21
25279200	21.5
25282800	20.7
25286400	19.3
25290000	15.4
25293600	14.4
25297200	14.9
25300800	15.2
25304400	15.4
25308000	14.5
25311600	13
25315200	12
25318800	11.7
25322400	12
25326000	11.4
25329600	11.4
25333200	11.3
25336800	11.4
25340400	11.8
25344000	14.5
25347600	18
25351200	20.1
25354800	19.9
25358400	20
25362000	20.1
25365600	20
25369200	19.3
25372800	18.6
25376400	16.5
25380000	15.5
25383600	14.2
25387200	13.1
